globalid,sitecode,sitename,assessor,collection,weathernow,cloudynow,weather48,cloudy48,totalrain,weathernot,disturbed,disturbed_,bankfullwi,bankfull_1,bankfull_2,reachlengt,reachlen_1,reachlen_2,valleyslop,s_landuse,landuse_no,riparian,erosion,floodplain,ancillaryn,hi_reachle,hi_reach_1,pools_obse,hi_seepssp,channelsco,hi_channel,hi_notes,hydricsoil,locations,hydricnote,woodyjams1,trees_shru,woodyjamsn,streambeds,hi_streamb,streambedn,debrisscor,hi_debriss,debrisnote,locationon,locationtw,locationth,soiltextur,location_1,location_2,location_3,sinuosityi,sinscoreno,si_sinuosi,sinuositym,sinuosityc,fpimage,FPScorenot,gi_dimensi,dimensionm,seqscoreno,gi_sequenc,seqnotes,gisubstrat,gi_substra,ginotes,abundscore,abundances,abundanc_1,abundancea,mosquitofi,abundancen,observedfu,observedsn,obsnakesab,observedtu,obturtlesa,observedam,obampiabun,observedvo,observedab,streambedl,streambedd,streambe_1,streambeda,d_note,d_upper,u_upstream,u_left,u_right,u_downstre,d_middle,m_upstream,m_left,m_right,m_downstre,d_lower,l_upstream,l_left,l_right,l_downstre,bryophytem,bryophytel,bryophtyen,Vegediffsc,vegetation,vegenotes,hydrovegen,regionalin,additional,CreationDa,Creator,EditDate,Editor,site_upstr,site_midst,site_middo,site_downs,pnw_mayabu,pnw_maygre,pnw_indica,pnw_indi_1,pnw_indi_2,pnw_indi_3,pnw_indi_4,pnw_int,pnw_eph,pnw_per,pnw_final,pnw_F_eph,pnw_F_int,pnw_F_per,nm_calc,nm_score,nm_status_,nm_status1,nm_statu_1,nm_statu_2,nm_statu_3,MERGE_SRC,latitude,longitude
{C96A2D4D-8554-47C3-A2F1-5EE22BCF0BBC},,Boyd gulch,"M. Rodenbeck, J.Turner ",8/12/2019 18:00,clearsunny,,,0,0,,"other,discharges","Culvert below reach under paved road, dirt road along reach within 5 meters, plastic pipes in channel, rubber sheet in channel,culvert above reach at 50 m, metal and wood footbridge in reach ",1.5,1.25,1.4,48.41666667,48.41666667,50,7.3,"urban,forested,other_describe",Recreation,yes,yes,yes,,70,30,0,notdectected,,5,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1.5,visual estimate,,,,2.25,visual estimate,,2.5,,,0.75,,,0,1,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,10,12,14,15,,17,16,17,16,,17,17,17,17,notdetected,notdetected,,,2,,,westmountains,,8/15/2019 5:14,mrodenbeck1,8/15/2019 5:14,mrodenbeck1,,,,"Culvert above at 50, shown in additional photos ",0,no,no,no,,yes,,yes,no,no,intermittent,,,,18,18,,,,,,FlowDuration004,40.69291593,-105.2654521
{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},USGS10243700,Cleve creek ,"M. Rodenbeck, J. Turner ",8/15/2019 19:00,clearsunny,,,0,0,,other,Dirt road along reach (5m away),2.9,3,3.4,108.5,108.5,124,4.5,other_natural,,yes,yes,yes,# 1 in additional photos ,100,,,notdectected,,6,,0,3,,3,yes,,,3,,,0,,,,,,,,,,,3,visual estimate,,,,3,visual estimate,,3,,,3,,,0,3,1,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,<2%,notdetected,,,,,4,8,2,8,,0,0,0,0,,3,2,0,0,2-10%,notdetected,,,2,,,aridwest,,8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,27,27,,,,,,FlowDuration004,39.21645257,-114.5296759
{FEDD663B-6EEB-44C0-B4B7-EEDA6CA8D8D7},USGS10322150,"Mary’s Creek at Carlin,NV","KT, AR",8/27/2019 2:10,clearsunny,,,0,0,,other,,4,2,2.5,99.16666667,99.16666667,30,2,"urban,other_natural",Road within 100m; by university wildlife area,yes,yes,yes,,100,,,notdectected,,6,,,,,,,,,,,,,,,,,,,,,,,,visual estimate,,,,,visual estimate,,,,,,,,,,,,,,,,,,,,,,,notdetected,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/27/2019 3:03,,8/27/2019 3:03,,,,,,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,40.7107179,-116.1251375
{E4649AE8-81F2-491B-8775-F01ACC07A2E3},USGS10321590,"Susie ck at Carlin, NV","AR,KT",8/27/2019 19:00,clearsunny,,,0,0,,,,8.5,9,8.5,303.3333333,150,100,1,urban,,yes,yes,yes,,0,0,0,notdectected,,0,Wet spot in deep pool but no visable water,0,3,3,0,no,,,0,,,0.25,Algae found at roots of plants on stream bank,dry,partiallydry,dry,,slityclayloam,slityclayloam,slityclayloam,,,2,visual estimate and aerial ,,,,2,visual estimate,,0,,,0.5,,,0,1,0,,"Dead snails, 1 alive ",notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,<2%,no,,,,11,17,8,17,,3,9,0,0,,2,0,11,5,notdetected,notdetected,,,,,,aridwest,,8/27/2019 17:24,,8/27/2019 17:24,,,,Lots of animal tracks in still moist pool,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,40.72603131,-116.0777749
{EE1B3227-CE70-4D32-97AE-E1B87388CCE1},USGS10321950,"Maggie CK at Carlin canyon , NV","AR, KT",8/27/2019 19:00,clearsunny,,,0,0,,"discharges,other",Dams upstream and downstream ,,,5,,,200,1,"urban,agricultural,other_describe",Mine ,no,yes,yes,,0,0,0,notdectected,,0,,0,3,,0,yes,,,2.75,,,1.5,,partiallydry,partiallydry,partiallydry,,sand,sand,sand,,,,visual estimate,,,,,visual estimate,,,,,,,,0,1,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,2-10%,no,,,,0,0,0,0,,0,0,3,0,,0,0,0,0,notdetected,notdetected,,,,,,aridwest,,8/27/2019 17:24,,8/27/2019 17:24,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,40.80381522,-116.2008122
{D9B33486-3745-4513-9101-5475A775DD9B},USGS10349980,"Steamboat creek at Cleanwater way near Reno,NV","KT, AR",8/27/2019 19:00,clearsunny,,,0,0,,discharges,Discharge pipe in reach,8,10,10,326.6666667,150,200,2,"urban,agricultural",,no,yes,yes,,100,,,notdectected,,4,,0,3,,0,no,,,3,,,0,,,,,,,,,,,1,Visual estimate,,,,1,visual estimate,,0,,,0,,,0,1,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,Cow tracks present; crayfish present,8/27/2019 23:36,,8/27/2019 23:36,,,,,,0,,,,,,,no,no,no,perennial,,,,13,13,,,,,,FlowDuration004,39.51297342,-119.71227
{5B3B4CA7-B962-4FC3-A59D-86BEB3EBD155},USGS10311400,Carson RV at deer run rd ,KT AR,8/28/2019 19:00,clearsunny,,,0,0,"Partial clouds (~20%)
Hot, light rain before we startedp",,,10,10,10,350,150,200,1,urban,,yes,yes,no,,100,,,notdectected,,4,,0,2,,0,no,,,3,,,0,,,,,,,,,,,0.5,visual estimate,,,,1.5,visual estimate,,0,,,0,,,0,2,0,,,present,present,,present,,present,,present,,notdetected,notdetected,,,,,0,0,1,0,,0,0,1,0,,0,0,0,0,notdetected,notdetected,,,2,,,aridwest,,8/28/2019 22:55,,8/28/2019 22:55,,,,,,0,,,,,,,no,no,no,perennial,,,,13,13,,,,,,FlowDuration004,39.18132955,-119.6947973
{FD4E312A-9AFE-4DFC-844D-3308FD8A5C5D},USGS10349300,"Steamboat Ck at steamboat, NV","AR, KT",8/28/2019 19:00,clearsunny,,,0,0,,steammods,Second stream merging into this one through pipes ,5,6,4,175,150,150,1,urban,,no,yes,no,,100,,,notdectected,,6,,0,1,Mostly bedrock throughout ,0,yes,,,3,,,1,,,,,,,,,,,2,visual estimate,,,,1,visual estimate,,3,,,1.5,,,0,3,2.5,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,<2%,no,,,,17,17,17,17,,17,16,17,16,,17,11,7,13,,,,,,,,westmountains,,8/28/2019 22:56,,8/28/2019 22:56,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,39.37737227,-119.7437234
{17CD3DCE-3CE9-4C74-A866-7AE152ACE663},USGS11426130,Onion C Trib No2 NR Soda,KT AR,8/28/2019 19:00,clearsunny,,,0,0,,"steammods,discharges",Dam with discharge pipes at upstream end of reach below the gauge (see photos),2,1,,,,30,,forested,,yes,no,no,,100,,,notdectected,,4.5,,,,,3,yes,,,3,,,0,,,,,,,,,,,1.5,visual estimate,,,,1.5,visual estimate,,3,,,,,,2.5,3,3,no,,present,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,4,7,10,13,,16,16,6,15,,8,10,11,15,notdetected,notdetected,,,,,,westmountains,,8/28/2019 22:56,,8/28/2019 22:56,,,,"Stream drops down near middle of reach; 
Clinometer reading:29%",,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,39.27453686,-120.3667778
{166BF7D4-9B48-4C85-841A-ADF5DA2FC029},USGS10347600,"Hunter ck Nr Reno, NV","AR, KT",8/27/2019 19:00,cloudy,20,,0,0,,steammods,,3,3,4,116.6666667,116.6666667,30,2,"urban,developed",,yes,yes,no,,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1.5,visual estimate,,,,1.5,visual estimate,,3,,,3,,,0,3,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,<2%,notdetected,,,,,17,11,17,17,,17,17,17,17,,17,17,17,17,notdetected,<2%,,,3,,,aridwest,,8/28/2019 22:56,,8/28/2019 22:56,,,,,,0,,,,,,,no,no,no,perennial,,,,27,27,,,,,,FlowDuration004,39.49490832,-119.8942371
{FADB518F-8CC5-4F87-820A-C238D1B723D5},USGS10311300,"Eagle ck at Carson city, NV","AR, KT",8/28/2019 19:00,cloudy,10,,0,0,,steammods,Stream runs under trail,8,6,6,233.3333333,150,150,2,"urban,developed",,yes,yes,yes,,100,,,notdectected,,4,,0,3,,0,yes,,,2.5,,,0.5,,,,,,,,,,,2,visual estimate,,,,2,visual estimate,,0,,,,,,1,2,3,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,10-40%,<2%,no,,,,0,8,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,2,,,aridwest,,8/29/2019 0:17,,8/29/2019 0:17,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,39.16556691,-119.7216924
{748B9C3A-CC15-4CB7-A0ED-4E0F1AA5B142},STUMP,Stump spring ,"AR, KT",8/30/2019 19:00,clearsunny,,,0,0,,,,2,2,1,58.33333333,58.33333333,30,2,other_natural,Off roading ,yes,yes,no,,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0,,dry,dry,dry,,sandyloam,sandyloam,sandyloam,,,1,visual estimate,,,,0,visual estimate,,0,,,0,,,0,0,0,,Found possible bug cases but about 10 minutes,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,16,6,14,16,,17,17,17,17,,17,17,17,17,notdetected,notdetected,,,3,,,aridwest,,8/30/2019 22:29,,8/30/2019 22:29,,,,,,0,,,,,,,no,no,no,perennial,,,,6,6,,,,,,FlowDuration004,35.98451969,-115.8269993
{E7723A40-D609-4386-9731-CD2DC21FD69A},Intspring ,Intermittent spring Las Vegas,"AR,KT",8/30/2019 19:00,clearsunny,,,0,0,,,,2.1,2,1.5,65.33333333,65.33333333,30,12,other_natural,"Off roading, recreational",no,yes,yes,,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0,,,,,,,,,,,1,visual estimate,,,,,visual estimate,,0,,,0.5,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,2,,0,9,0,0,,0,0,6,0,notdetected,notdetected,,,3,,,aridwest,,8/30/2019 22:29,,8/30/2019 22:29,,,,,,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,36.15422763,-115.7270737
{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},usgs11185600,Packsaddle canyon c nr  fairview CA,Kelsey savannah,9/1/2019 19:00,clearsunny,,,0,0,,,,5.3,5.5,3.4,165.6666667,150,200,12,"forested,other_describe",Water pumping plant 100m down stream next to paved road,yes,yes,no,,0,0,5,notdectected,,1,,0,3,,1,yes,,,1.5,,,0,,dry,dry,saturated,,sand,sand,sand,,,1,visual estimate,,,,0.5,visual estimate,,2.5,,,2,,,0,1.5,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,<2%,2-10%,no,,,,16,6,12,3,,0,0,4,1,,2,0,2,0,notdetected,2-10%,"Lots of acrocarps near streambed, but  none in channel",,1.5,,,westmountains,,9/2/2019 17:20,john7481,9/2/2019 17:20,john7481,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,14.5,14.5,,,,,,FlowDuration004,35.94418456,-118.4752261
{F238494B-0251-4BFF-BE45-9C58A388CBF1},USGS11239300,ND Stevenson C A Perimeter rd. NR big C Ca,Kelsey & Savannah,9/3/2019 19:00,clearsunny,,,0,0,,"steammods,diversions",Small cement block with 12 in passage,2.5,5.2,5.4,152.8333333,150,200,4,"developed,other_describe,other_natural","Gravel road with wooden bridge running over stream. Some sort of momotoring box, metal built in hand rails.",no,no,no,,100,,,notdectected,,6,,0,0,"No soils on bank (bedrock), except depositional sand",0,yes,,,2,,,0.5,,,,,,,,,,,1,Visial,,,,1,visual estimate,,2,,,1.5,,,2,3,3,no,,present,notdectected,,notdectected,,notdectected,,notdectected,See pictures for possible evidence of oxidizing fungi ,10-40%,<2%,no,,,,6,9,10,10,,2,12,6,6,,5,12,2,13,<2%,notdetected,,,1,,,westmountains,,9/4/2019 4:05,john7481,9/4/2019 4:05,john7481,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,23,23,,,,,,FlowDuration004,37.1358884,-119.25585
{89A5B7C0-9616-4364-95A6-DE801FC8E4BD},USGS11218400,NF Kings REL dinkey C near Balch camp Ca,Kelsey & Savannah,9/2/2019 19:00,cloudy,10,,0,0,,,None,13.6,16,14.8,518,150,200,2,"other_describe,other_natural",Paved roads running parallel to stream,yes,yes,yes,,100,,,notdectected,,6,,0,0,Bed rock or large cobble with some sand throughout reach,0,yes,,,0.5,,,1.5,,,,,,,,,,,0,visual estimate,,,,1.5,visual estimate,,2.5,,,1.5,,,2,3,2,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,1 crawfish detected,>40%,2-10%,no,,,,0,0,0,0,,4,11,13,14,,3,17,9,9,2-10%,notdetected,,,2.5,,,westmountains,,9/4/2019 4:05,john7481,9/4/2019 4:28,john7481,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,23,23,,,,,,FlowDuration004,36.87977786,-119.1300824
{6162F393-6BBD-4A6A-A3E3-F1D022C10485},USGS10310400,"Dagget CK NR Genora, NV","AR, KT",8/29/2019 19:00,clearsunny,,,0,0,,,Road alongside creek,1,1.1,1,36.16666667,36.16666667,36.16666667,12,urban,,,yes,no,,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,0.5,visual estimate,,3,,,2.5,,,0,3,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,17,16,17,17,,17,17,17,17,,16,15,3,3,notdetected,notdetected,,,3,,,aridwest,,9/4/2019 18:11,,9/4/2019 18:11,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,22,22,,,,,,FlowDuration004,38.96470401,-119.8489019
{52403A9A-54BC-45F5-B23D-D29658219B59},USGS10311200,"Ash Canyon Creek nr carson city,nv ",KT AR,8/28/2019 19:00,clearsunny,,,0,0,Early evening ,,,1.2,1.2,1.3,43.16666667,43.16666667,30,2,other_natural,,yes,no,no,,100,,,notdectected,,6,,0,1,,0,yes,Logs laying across the creek are above the water,,3,,,0,,,,,,,,,,,1,visual estimate,,,,1,visual estimate,,3,,,3,,,0,3,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,17,17,17,17,,17,17,17,17,,17,17,17,17,notdetected,notdetected,,,2,,,aridwest,"All bugs observed were collected for verification in lab
",9/4/2019 18:11,,9/4/2019 18:11,,,,,,0,,,,,,,no,no,no,perennial,,,,22,22,,,,,,FlowDuration004,39.1757117,-119.8049503
{FAB5EE74-1DBB-4AE1-97F6-6AE088766AAD},USGS11316800,Forest C Nr Wilseyville Ca,Kelsey & Savannah,9/5/2019 19:00,cloudy,15,,0,0,,,,8.6,5.1,6.8,239.1666667,150,200,12,"agricultural,other_describe",Potentially land used for grazing (indicated by old barbed wire fence. Hunting evidence from rifle casings,yes,yes,yes,,100,,,notdectected,,6,,0,1,,0,,,,1.5,,,0,,,,,,,,,,,2,visual estimate,,,,1.5,visual estimate,,3,,,1.5,,,0,3,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,15,17,17,17,,17,17,17,17,,17,17,15,17,2-10%,notdetected,,,2,,,westmountains,,9/6/2019 4:10,,9/6/2019 4:10,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,22.5,22.5,,,,,,FlowDuration004,38.40383696,-120.4455768
{CAC9CA19-997C-411D-8982-3F6F5B5A5D9B},USGS11284400,Big C Ab Whites Gulch Nr Groveland Ca,Kelsey & Savannah,9/4/2019 19:00,cloudy,20,,0,0,,,,2,3.2,4.5,113.1666667,113.1666667,120,3,"urban,forested","Cabins and trails along stream, gravel road along stream, paved road and bridge over stream",yes,yes,yes,,100,,,notdectected,,5,,0,0,"No soils, mostly bedrock with sand/pebbles",0,yes,,,2.5,,,0,,,,,,,,,,,1,visual estimate,,,,1.5,visual estimate,,1.5,,,2,,,2,3,3,no,,present,notdectected,,notdectected,,notdectected,,notdectected,Lots of crawdads (2-4 in every pool) sizes ranged from 1 cm to 4cm,10-40%,notdetected,,,,,7,9,11,4,,4,1,3,2,,0,0,0,2,2-10%,2-10%,,,2.5,,,westmountains,,9/6/2019 4:10,,9/6/2019 4:10,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24,24,,,,,,FlowDuration004,37.84136725,-120.185614
{2FEF0481-C3A9-47DC-90C1-EF2A19E2212B},USGS11292680,Cascade C NR Pinecrest CA,Kelsey & Savannah,9/4/2019 19:00,clearsunny,,,0,0,,diversions,Culvert at the downstream end,0.8,1.8,4.2,79.33333333,79.33333333,120,1,"urban,forested","Cabins by stream, paved road over stream, dirt roads parallel to stream",yes,no,yes,Very small (<1m)  for riperian coredor,35,50,2,present,,4,,0,2,,0,yes,,,2,,,0,,,,,,,,,,,1,visual estimate,,,,1.5,Survey,,1,,,3,,,0,2,2,,,present,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,16,8,13,10,,17,17,17,16,,17,17,17,17,2-10%,notdetected,,,1,,,westmountains,,9/6/2019 4:10,,9/6/2019 4:10,,Downstream point is at entry of culvert,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,17.5,17.5,,,,,,FlowDuration004,38.27936409,-119.9702813
{B6224C76-FD28-40E6-AA68-78F21457286B},Long_gulch,Long gulch at FR1n13,Kelsey & Savannah,9/6/2019 19:00,clearsunny,,,0,0,,steammods,"Approx 5m diameter, 23m long culvert at upstream section of reach",3.2,0.6,1.05,56.58333333,56.58333333,90,2,"agricultural,forested","Cow grazing evidence, possible cannabis ag upstream",no,no,yes,,0,0,0,notdectected,,0,,0,2,,0,yes,,,3,,,0,,dry,dry,dry,,loamysand,loamysand,loamysand,,,0.5,visual estimate,,,,3,visual estimate,,1,,,2.5,,,0,1,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,14,13,17,17,,16,17,17,17,,16,17,17,17,>10%,notdetected,,,1,,,westmountains,,9/7/2019 3:02,,9/7/2019 3:02,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,12,12,,,,,,FlowDuration004,40.40778388,-123.283211
{12CFE0F7-37CC-442B-9980-A3D7A92E2935},TribNPost,Trib to North Post Ck,Kelsey & Savannah,9/6/2019 19:00,clearsunny,,,0,0,,,,1.8,2.4,2.1,73.5,73.5,73.5,5,"agricultural,forested","Cannabis cultivation possibly upstream, cattle evidenced by feces and trails.",yes,yes,yes,,0,0,0,notdectected,,0,,0,3,,0,yes,,,0,,,1,,dry,dry,dry,,sand,sand,loamysand,,,1.5,visual estimate,"Very small channel, slight bends evry few meters",,,1.5,visual estimate,,3,,,1,,,0,2,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,17,17,17,17,,17,17,17,17,,17,17,3,12,>10%,notdetected,,,1,,,westmountains,,9/7/2019 3:03,,9/7/2019 3:03,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,11,11,,,,,,FlowDuration004,40.42881796,-123.2740527
{93875B9D-4BE9-4E08-835D-295202FFAD39},,10 mile ck nr,Kelsey & Savannah,9/8/2019 19:00,clearsunny,,,0,0,,"other,diversions",Possible Pumping and dumping (see pictures),3.4,6.2,7.8,203,150,200,1,"urban,forested","Homes nearby, bridge up stream with paved road",yes,yes,yes,,100,,,notdectected,,4,,0,2,,2,yes,3 seperate logs across channel in seperate areas,,1,,,1,,,,,,,,,,,1,visual estimate,,,,2,visual estimate,,1,,,3,,,3,2,3,no,,present,notdectected,,notdectected,,notdectected,,present,Frogs prsent,>40%,notdetected,,,,,17,17,17,17,,17,17,17,17,,17,17,14,15,<2%,notdetected,Lichen is minimal,,1.5,,,westmountains,"Location on app is incorrect, see data sheet or savs screen shots for actual coordinates",9/9/2019 16:22,,9/9/2019 16:22,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,22.5,22.5,,,,,,FlowDuration004,39.68837613,-123.4925102
{B562BACC-AA9B-418E-BB0D-5E11A8A2B534},StotenburgCreek,Stotenburg ck,Kelsey & Savannah,9/7/2019 19:00,cloudy,100,,0,0,Misting,,,2.2,2.4,2.5,82.83333333,82.83333333,90,2,"urban,agricultural,other_natural","Houses nearby across from paved road. Stream runs parallel to road about 30m away. Grazing lands for dairy cows, stream is forested, but pastures surround.",yes,yes,yes,,0,0,0,notdectected,,0,,0,3,,10,yes,Woody jams throughout reach,,0,,,1.5,,partiallydry,partiallydry,partiallydry,,sandyloam,sandyloam,siltloam,,,2,visual estimate,,,,3,visual estimate,,0.5,,,0,,,0,0,1,,,present,notdectected,,notdectected,,notdectected,,notdectected,,<2%,notdetected,,,,,17,17,17,17,,17,17,17,17,,17,17,17,17,>10%,notdetected,See pictures for liverwart/lichen for confirmation,,3,,,westmountains,,9/9/2019 16:22,,9/9/2019 16:22,,,,,This area looked like a wide pool with several braided channels. Very difficult to determine main channel.,0,,,,,,,no,no,no,perennial,,,,11,11,,,,,,FlowDuration004,41.88687781,-124.1442419
{1B1CB449-1FA2-498A-8CB0-2FBB4DF6B658},CalfCk,Calf ck,Kelsey & savannah,9/8/2019 19:00,cloudy,75,,0,0,,,Culvert ~50m under paved road upstream of reach,2.3,3.3,3.1,101.5,101.5,90,4,"other_describe,forested",Paved road crossing stream upstream of reach,no,yes,yes,,0,0,0,notdectected,,0,,0,3,,2,yes,,,2.5,,,0.5,,partiallydry,partiallydry,partiallydry,,sandyloam,sandyloam,sandyloam,,,2,visual estimate,,,,1,visual estimate,,2.5,,,2,,,0,1,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,17,17,17,17,,17,17,17,17,,17,17,17,17,2-10%,notdetected,,,0,,,westmountains,,9/9/2019 16:22,,9/9/2019 16:22,,,,,Upsyream point is just behind large fallen tree,0,no,no,no,,yes,,yes,no,no,intermittent,,,,11.5,11.5,,,,,,FlowDuration004,40.35184178,-123.9773426
{16894BF5-B3D9-4D40-BA70-037CD685382B},,Morrison ck,Kelsey & Savannah,9/7/2019 19:00,cloudy,100,,0,0,,discharges,Ruboff from pasture lands,4.1,2,2.6,101.5,101.5,120,3,"agricultural,other_natural",Dairy farm pastures on all sides of reach,yes,yes,yes,,0,12,4,notdectected,,3,,3,3,,3,yes,,,1.5,,,1,,partiallydry,partiallydry,partiallydry,,clayloam,clayloam,clayloam,,,2,visual estimate,,,,2,visual estimate,,2,,,1.5,"Riffle areas have small (<5cm) pebbles, pools are silty, banks r more silty than pebbly",,1,1,0,no,"Very tiny fish, difficult to distinguish type",notdectected,notdectected,,notdectected,,present,Greater than 10 frogs,present,At least 2 different species of slugs,notdetected,notdetected,,,,,17,17,17,16,,17,17,17,17,,17,17,17,17,<2%,notdetected,,,3,,,westmountains,Beaver dam just after downstream point,9/9/2019 16:22,,9/9/2019 16:22,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,21,21,,,,,,FlowDuration004,41.90430412,-124.154329
{F1B3DEF9-16D2-4397-8939-8A43FF1C0F28},,Reclaimation ditch salinas,Kelsey & Savannah,9/9/2019 19:00,clearsunny,,,0,0,,"steammods,discharges,vegetation","Stream is surrounded by ag. Vegetation removed after banks, cement channel mid reach with 0aved road and bridge. Lots of bird feces under bridge",4.1,2.7,4.6,133,133,100,1,agricultural,Ag fields completely surroubding,yes,yes,no,,100,,,notdectected,,6,,0,2,"Banks were completely covered in small plants, soils were homogenous looking. Mid reach, there was a cement channel so soils could not b accessed",0,no,,,3,"No upland plants due to ag activity, but almost all plants present are within the ditch",,0,,,,,,,,,,,0.5,visual estimate,,,,0.5,visual estimate,,1,,,0,,,2,2,3,yes,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,10-40%,notdetected,,,,,0,2,0,0,,17,17,17,17,,0,5,8,0,notdetected,notdetected,,,3,,,aridwest,Densiometer at mid point is under bridge. Slop was only about 1 throughout reach except when meatured from the culvert,9/9/2019 22:27,,9/9/2019 22:27,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,21,21,,,,,,FlowDuration004,36.7053813,-121.7054614
{90190FDB-89E1-4C3A-A5AD-08513D7CE265},,Salinas river off 68,Kelsey & Savannah,9/9/2019 19:00,clearsunny,,,0,0,,"vegetation,other,steammods","Ag fields within 100m of stream, vegetation removal and replacement near bridge. (See picture of planted veg)",7.2,12.7,24.7,520.3333333,150,150,2,"urban,agricultural",,yes,yes,yes,,100,,,notdectected,,6,,3,4,"Difficult to discern, but some grey soil and slight smell of sulfer. See picture for visual. Not every location assessed looked like there were hydric soils",0,no,No vegetation large enough to span the width of stream,,3,,,1.5,,,,,,,,,,,0.5,visual estimate,,,,3,visual estimate,,0,,,0,,,2,3,2,yes,,notdectected,notdectected,,notdectected,,present,2 + adultfrogs,present,Shrimp looking things were dead when captured,10-40%,notdetected,,Majority of visible biofilm was on moist dirt just above wetted width or on plants next to or in steam,,,0,0,0,0,,15,17,12,4,,0,4,0,0,notdetected,notdetected,,,2.5,,,aridwest,,9/9/2019 22:27,,9/9/2019 22:27,,,,Mid point is under hwy 68 bridge,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,26.5,26.5,,,,,,FlowDuration004,36.62992705,-121.6746282
