OBJECTID,globalid,aquaticinv,aquatici_1,taxon,ai_abundan,ai_abundgr,ai_selectm,ai_notes,parentglob,CreationDa,Creator,EditDate,Editor,ai_abund_1,MERGE_SRC
555,,,,Caddis fly,1,,deadmaterial,Rockycase,{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},9/2/2019 17:20,john7481,9/2/2019 17:20,john7481,,aquaticinvertebratesdata_4
556,,,,Mosquitos,9,,,Lots of adults,{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},9/2/2019 17:20,john7481,9/2/2019 17:20,john7481,,aquaticinvertebratesdata_4
557,,,,Water striders,0,,,"Adults, over 100 pf them",{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},9/2/2019 17:20,john7481,9/2/2019 17:20,john7481,,aquaticinvertebratesdata_4
558,,,,Odanata,2,,,Adults,{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},9/2/2019 17:20,john7481,9/2/2019 17:20,john7481,,aquaticinvertebratesdata_4
559,,,,Dobsonfly,1,,,,{F238494B-0251-4BFF-BE45-9C58A388CBF1},9/4/2019 4:05,john7481,9/4/2019 4:05,john7481,,aquaticinvertebratesdata_4
560,,,,Caddisfly,10,,deadmaterial,Greater than 10 cases detected,{F238494B-0251-4BFF-BE45-9C58A388CBF1},9/4/2019 4:05,john7481,9/4/2019 4:05,john7481,,aquaticinvertebratesdata_4
561,,,,Stoneflys,10,,,"Greater than 10, some were eaten by dobsonfly",{F238494B-0251-4BFF-BE45-9C58A388CBF1},9/4/2019 4:05,john7481,9/4/2019 4:05,john7481,,aquaticinvertebratesdata_4
562,,,,,2,,,Green smallish,{F238494B-0251-4BFF-BE45-9C58A388CBF1},9/4/2019 4:05,john7481,9/4/2019 4:05,john7481,,aquaticinvertebratesdata_4
563,,,,,1,,,"Brown, possibbly a shredder",{F238494B-0251-4BFF-BE45-9C58A388CBF1},9/4/2019 4:05,john7481,9/4/2019 4:05,john7481,,aquaticinvertebratesdata_4
564,,,,Caddisdly,10,,deadmaterial,Greater than 10 cases,{89A5B7C0-9616-4364-95A6-DE801FC8E4BD},9/4/2019 4:28,john7481,9/4/2019 4:28,john7481,,aquaticinvertebratesdata_4
565,,,,Stoneflies,10,,deadmaterial,Greater than 10,{89A5B7C0-9616-4364-95A6-DE801FC8E4BD},9/4/2019 4:28,john7481,9/4/2019 4:28,john7481,,aquaticinvertebratesdata_4
566,,,,,10,,,3 tails,{6162F393-6BBD-4A6A-A3E3-F1D022C10485},9/4/2019 18:11,,9/4/2019 18:11,,,aquaticinvertebratesdata_4
567,,,,,1,,,Beetle ,{6162F393-6BBD-4A6A-A3E3-F1D022C10485},9/4/2019 18:11,,9/4/2019 18:11,,,aquaticinvertebratesdata_4
568,,,,,10,,,2 tails ,{6162F393-6BBD-4A6A-A3E3-F1D022C10485},9/4/2019 18:11,,9/4/2019 18:11,,,aquaticinvertebratesdata_4
569,,,,,0,,,Listed on data sheet ,{52403A9A-54BC-45F5-B23D-D29658219B59},9/4/2019 18:11,,9/4/2019 18:11,,,aquaticinvertebratesdata_4
570,,,,Stoneflies,10,,,"Greater than 10, lots of dead carcasses on stones",{FAB5EE74-1DBB-4AE1-97F6-6AE088766AAD},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
571,,,,Dobsonfly,1,,,,{FAB5EE74-1DBB-4AE1-97F6-6AE088766AAD},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
572,,,,Caddisfly ,10,,deadmaterial,"Greater than 10 cases, very consistently distributed",{FAB5EE74-1DBB-4AE1-97F6-6AE088766AAD},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
573,,,,Snail,2,,,Around 2mm in size,{FAB5EE74-1DBB-4AE1-97F6-6AE088766AAD},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
574,,,,Stoneflies,10,,,"Greater than 10, differentspecies",{CAC9CA19-997C-411D-8982-3F6F5B5A5D9B},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
575,,,,Bivalve,3,,,Lookedlike a limpet,{CAC9CA19-997C-411D-8982-3F6F5B5A5D9B},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
576,,,,Caddisfly,10,,deadmaterial,Greater than 10,{2FEF0481-C3A9-47DC-90C1-EF2A19E2212B},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
577,,,,Stoneflies,10,,,Greater than 10,{2FEF0481-C3A9-47DC-90C1-EF2A19E2212B},9/6/2019 4:10,,9/6/2019 4:10,,,aquaticinvertebratesdata_4
578,,,,Caddisfly,10,,deadmaterial,Greater than 10,{B6224C76-FD28-40E6-AA68-78F21457286B},9/7/2019 3:02,,9/7/2019 3:02,,,aquaticinvertebratesdata_4
579,,,,Caddisfly,10,,deadmaterial,,{12CFE0F7-37CC-442B-9980-A3D7A92E2935},9/7/2019 3:03,,9/7/2019 3:03,,,aquaticinvertebratesdata_4
580,,,,Stonefly,10,,,Greater than 10,{93875B9D-4BE9-4E08-835D-295202FFAD39},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
581,,,,Snails,3,,,,{93875B9D-4BE9-4E08-835D-295202FFAD39},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
582,,,,Beetle,1,,,,{93875B9D-4BE9-4E08-835D-295202FFAD39},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
583,,,,Caddisfly,4,,deadmaterial,,{1B1CB449-1FA2-498A-8CB0-2FBB4DF6B658},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
584,,,,Snail,1,,,"Could not get in vial, it was dropped",{16894BF5-B3D9-4D40-BA70-037CD685382B},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
585,,,,Snail 2,1,,,"Round, swirly shell, different than dripped snail",{16894BF5-B3D9-4D40-BA70-037CD685382B},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
586,,,,Mite,10,,,"Red mites , greater than 10",{16894BF5-B3D9-4D40-BA70-037CD685382B},9/9/2019 16:22,,9/9/2019 16:22,,,aquaticinvertebratesdata_4
587,,,,Bivalves,10,,deadmaterial,Greater than 10,{F1B3DEF9-16D2-4397-8939-8A43FF1C0F28},9/9/2019 22:27,,9/9/2019 22:27,,,aquaticinvertebratesdata_4
588,,,,Snails,1,,,,{F1B3DEF9-16D2-4397-8939-8A43FF1C0F28},9/9/2019 22:27,,9/9/2019 22:27,,,aquaticinvertebratesdata_4
589,,,,Worms,5,,,,{F1B3DEF9-16D2-4397-8939-8A43FF1C0F28},9/9/2019 22:27,,9/9/2019 22:27,,,aquaticinvertebratesdata_4
590,,,,Bivalve,1,,deadmaterial,,{90190FDB-89E1-4C3A-A5AD-08513D7CE265},9/9/2019 22:27,,9/9/2019 22:27,,,aquaticinvertebratesdata_4
591,,,,Belostomatidae,1,,,Hanging out in submerged overhanging vegetation,{18F1B7F2-30B8-4442-8996-A6C3CCD5376B},9/27/2019 18:44,raphaelmazor,9/27/2019 18:44,raphaelmazor,,aquaticinvertebratesdata_4
592,,,,Anisoptera,4,,,Family not yet confirmed. Hanging out in overhanging vegetation and in high-flow riffle,{18F1B7F2-30B8-4442-8996-A6C3CCD5376B},9/27/2019 18:44,raphaelmazor,9/27/2019 18:44,raphaelmazor,,aquaticinvertebratesdata_4
593,,,,Naucoridae,3,,,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
594,,,,Tabanidae,1,,,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
595,,,,Dryopidae,6,,,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
596,,,,Anisoptera,1,,,Family not confirmed,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
597,,,,Leptohyphidae,6,,mayfly,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
598,,,,Haliplidae,2,,,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
599,,,,Belostomatidae,5,,,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
600,,,,Dytiscidae,1,,,,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
601,,,,Zygoptera,1,,,Family not confirmed. Likely Lestidae or Calopterygidae,{BDD49962-D648-4DE4-8759-6CF9F27E9666},9/27/2019 19:08,raphaelmazor,9/27/2019 19:08,raphaelmazor,,aquaticinvertebratesdata_4
602,,,,,0,,,,{DC37829E-DEA9-485A-873D-D2BD7C2665C5},9/27/2019 20:53,raphaelmazor,9/27/2019 20:53,raphaelmazor,,aquaticinvertebratesdata_4
603,,,,Dytiscidae,3,,,,{1B77F8A2-DC2C-45F9-876B-7480FBE34141},9/27/2019 21:13,raphaelmazor,9/27/2019 21:13,raphaelmazor,,aquaticinvertebratesdata_4
604,,,,Hydrophilidae,10,,,,{1B77F8A2-DC2C-45F9-876B-7480FBE34141},9/27/2019 21:13,raphaelmazor,9/27/2019 21:13,raphaelmazor,,aquaticinvertebratesdata_4
605,,,,Notonectidae,2,,,,{1B77F8A2-DC2C-45F9-876B-7480FBE34141},9/27/2019 21:13,raphaelmazor,9/27/2019 21:13,raphaelmazor,,aquaticinvertebratesdata_4
606,,,,Gerridae,3,,,,{1B77F8A2-DC2C-45F9-876B-7480FBE34141},9/27/2019 21:13,raphaelmazor,9/27/2019 21:13,raphaelmazor,,aquaticinvertebratesdata_4
607,,,,Trichoptera ,10,,deadmaterial,Many large pupal chambers. See photos,{1BC1CD1D-2A76-4750-9627-3EFEA3FC3EA7},10/3/2019 0:50,,10/3/2019 0:50,,,aquaticinvertebratesdata_4
608,,,,Insect exuviae unknown ,10,,deadmaterial,Possibly trichoptera or beetle. ,{1BC1CD1D-2A76-4750-9627-3EFEA3FC3EA7},10/3/2019 0:50,,10/3/2019 0:50,,,aquaticinvertebratesdata_4
609,,,,Chironomidae,10,,deadmaterial,Lots of empty cases. See photos,{1BC1CD1D-2A76-4750-9627-3EFEA3FC3EA7},10/3/2019 0:50,,10/3/2019 0:50,,,aquaticinvertebratesdata_4
610,,,,Stratiomyidae,1,,,Alive. Collected on damp substrate under boulder. Possibly Stratiomyidae,{1BC1CD1D-2A76-4750-9627-3EFEA3FC3EA7},10/3/2019 0:50,,10/3/2019 0:50,,,aquaticinvertebratesdata_4
611,,,,Neohermes,3,,"deadmaterial,perennialindicator",Exuviae or dead material found under boulders in chambers excavated in damp material. Photographed and collected. Head capsule is patterned like Neohermes. ,{1BC1CD1D-2A76-4750-9627-3EFEA3FC3EA7},10/3/2019 0:50,,10/3/2019 0:50,,,aquaticinvertebratesdata_4
612,,,,Baetidae,10,,mayfly,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
613,,,,Corydalidae,1,,perennialindicator,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
614,,,,Sinubidae,10,,,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
615,,,,Chironomid,8,,,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
616,,,,Dipterans,10,,,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
617,,,,Corydalidae,1,,,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
618,,,,Caddis pupae,3,,,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
619,,,,Stonefly,2,,,,{B95DFF1F-6304-4DA0-AB1D-141BF0B946B4},10/11/2019 21:13,,10/11/2019 21:13,,,aquaticinvertebratesdata_4
620,,,,Scuds,0,,,,{C87CAE26-0F0E-406B-92FE-5F945C710045},10/11/2019 21:31,,10/11/2019 21:31,,,aquaticinvertebratesdata_4
621,,,,Fly larvae,0,,,,{C87CAE26-0F0E-406B-92FE-5F945C710045},10/11/2019 21:31,,10/11/2019 21:31,,,aquaticinvertebratesdata_4
622,,,,Blood worm,0,,,Samples to be identified in lab,{C87CAE26-0F0E-406B-92FE-5F945C710045},10/11/2019 21:31,,10/11/2019 21:31,,,aquaticinvertebratesdata_4
623,,,,None,0,,,,{098ED077-83E0-4E84-9779-A3D2835436F8},10/13/2019 6:27,,10/13/2019 6:27,,,aquaticinvertebratesdata_4
624,,,,,0,,,None found,{AA7C0D16-05B2-4644-B18A-477AD8A0C2DD},10/13/2019 16:26,,10/13/2019 16:26,,,aquaticinvertebratesdata_4
625,,,,Odonata,3,,perennialindicator,"Found both damselflies and dragonflies

Coenagrionidae (4)
Aeshnidae (2)
",{643F5396-780D-4B62-804D-25C02EB17B2D},11/2/2019 0:02,,11/2/2019 0:02,,,aquaticinvertebratesdata_4
626,,,,Mayflies,5,,mayfly,Baetidae,{643F5396-780D-4B62-804D-25C02EB17B2D},11/2/2019 0:02,,11/2/2019 0:02,,,aquaticinvertebratesdata_4
627,,,,Snails,0,,perennialindicator,Hydrobiidae,{643F5396-780D-4B62-804D-25C02EB17B2D},11/2/2019 0:02,,11/2/2019 0:02,,,aquaticinvertebratesdata_4
628,,,,Caddisflies ,2,,perennialindicator,Hydropsychidae,{643F5396-780D-4B62-804D-25C02EB17B2D},11/2/2019 0:02,,11/2/2019 0:02,,,aquaticinvertebratesdata_4
629,,,,Diptera,1,,,Simulidae,{643F5396-780D-4B62-804D-25C02EB17B2D},11/2/2019 0:02,,11/2/2019 0:02,,,aquaticinvertebratesdata_4
630,,,,Odonate,1,,,Only saw adults,{0E999336-86B6-4F9B-B719-FB68A2B1237C},11/2/2019 1:08,,11/2/2019 1:08,,,aquaticinvertebratesdata_4
631,,,,Odonates ,10,,perennialindicator,"Coenagrionidae (3)
Aeshnidae (1)
(From what was collected  for in-lab verification)
",{F092D24A-EB77-461A-BD52-FD733D22004F},11/2/2019 1:12,,11/2/2019 1:12,,,aquaticinvertebratesdata_4
632,,,,Diptera,1,,,Culicidae (1),{F092D24A-EB77-461A-BD52-FD733D22004F},11/2/2019 1:12,,11/2/2019 1:12,,,aquaticinvertebratesdata_4
633,,,,Mayfly,2,,mayfly,Baetidae,{F092D24A-EB77-461A-BD52-FD733D22004F},11/2/2019 1:12,,11/2/2019 1:12,,,aquaticinvertebratesdata_4
634,,,,Trichoptera,1,,,Hydrospychidae (1) ,{F092D24A-EB77-461A-BD52-FD733D22004F},11/2/2019 1:12,,11/2/2019 1:12,,,aquaticinvertebratesdata_4
635,,,,Hemipteran,1,,,Backswimmer,{F092D24A-EB77-461A-BD52-FD733D22004F},11/2/2019 1:12,,11/2/2019 1:12,,,aquaticinvertebratesdata_4
636,,,,Diptera,4,,,Simuliidae,{535F78A0-E097-465B-9DC2-4C7CDCFA9925},11/2/2019 1:33,,11/2/2019 1:33,,,aquaticinvertebratesdata_4
637,,,,Ephemeroptera,3,,,Baetidae ,{535F78A0-E097-465B-9DC2-4C7CDCFA9925},11/2/2019 1:33,,11/2/2019 1:33,,,aquaticinvertebratesdata_4
638,,,,,0,,,Bugs collected to be confirmed in lab,{CD1B94B5-05AC-4A6C-B423-247BA3F5FE1C},5/21/2020 20:08,,5/21/2020 20:08,,,aquaticinvertebratesdata_4
639,,,,,0,,,Collected for identification in lab,{B9193A56-4111-43E2-8CF6-E7E301C0B9EA},5/21/2020 21:11,,5/21/2020 21:11,,,aquaticinvertebratesdata_4
640,,,,,0,,,Collected for confirmation in lab,{10874E06-DD16-4543-AD3A-A71FA3ACCB7E},5/21/2020 21:46,,5/21/2020 21:46,,,aquaticinvertebratesdata_4
641,,,,,0,,,Sample collected to be verified in lab,{6DA3E38E-4600-4D84-91CA-35C8FF63ED2F},5/21/2020 22:42,,5/21/2020 22:42,,,aquaticinvertebratesdata_4
642,,,,,0,,,All BMI collected to be identified in lab,{FDB13E97-47EB-4C32-95F7-D28F685E57C1},5/21/2020 23:24,,5/21/2020 23:24,,,aquaticinvertebratesdata_4
643,,,,,0,,,Sample to be confirmed in lab,{C4BC71C8-6FE0-46EB-825F-EF6454EFFB30},5/21/2020 23:52,,5/21/2020 23:52,,,aquaticinvertebratesdata_4
